MOVIES,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime
2520,385,66,2014,1999,3761,69
1923,187,62,274,2386,870,49
5026,371,38,1615,1651,1508,41
4858,187,57,794,5407,3378,96
4264,3,17,7324,2654,2877,85
1423,397,59,55,4815,1170,123
1707,281,42,6218,1160,382,181
4993,120,48,88,6282,62,85
1297,177,61,273,1811,861,29
5198,177,42,1619,1729,1476,23
1342,112,58,4032,2378,3415,23
524,109,62,303,2137,1152,23
3501,288,46,3338,1407,3663,112
1211,371,44,3766,6188,2920,86
550,94,46,1854,3879,4104,112
1269,67,60,379,1829,3214,44
3128,367,50,4787,4298,3087,112
940,114,59,282,601,629,29
1829,177,71,3848,1094,3904,29
1891,187,66,2931,2086,2871,29
3704,120,48,4232,6374,1094,94
1571,109,64,1663,2357,319,24
4928,163,54,161,2856,3542,126
2036,247,63,378,2145,298,250
4816,3,41,7040,5802,2661,107
4616,342,58,827,1366,3488,59
1562,58,36,5808,2618,180,104
4377,29,60,6258,717,3381,51
364,43,58,961,314,1487,48
2360,5,34,4181,3274,2842,112
1435,394,21,1561,2641,101,113
3169,177,60,355,813,2276,29
2718,123,65,7195,3745,801,116
4977,68,47,6367,3966,548,106
1422,385,59,5344,3859,3379,119
5748,71,49,3909,3606,2185,103
5187,188,56,1326,2271,2373,21
3724,77,41,6998,4097,3288,110
5544,371,45,2919,6183,246,96
5093,52,51,3072,2394,2150,39
5062,29,47,2004,4770,1445,119
5055,249,50,4752,842,146,23
4283,112,65,2849,6390,2715,86
3738,247,51,6417,934,3622,44
4918,163,52,6581,2701,3577,105
2913,342,60,5630,327,453,49
2184,4,46,1776,5256,119,120
3030,196,56,2025,1775,1784,25
4981,180,47,1323,5820,2838,95
5064,238,39,7329,3865,766,93
1239,129,29,4209,839,1794,23
2790,342,52,5609,4741,598,104
3960,481,50,3292,94,2632,249
3435,451,39,860,3384,2120,125
3266,383,60,7298,1592,2529,42
3406,84,49,683,2629,3205,103
1053,110,62,5003,1471,2419,23
4792,391,39,1012,5605,898,103
3322,39,72,1387,1378,3036,79
645,262,45,4076,2616,2544,99
588,231,52,3261,5008,2951,100
4013,120,32,2897,574,143,26
4526,28,63,3952,130,465,49
1866,112,61,1197,767,2771,22
4683,3,21,1383,5431,2254,92
3655,383,54,678,1081,3600,198
4611,36,47,3976,5104,1941,91
981,187,56,143,2390,654,106
4979,250,27,1291,3310,563,114
5179,231,48,2142,5424,1325,95
506,371,49,1394,5258,1238,113
5089,187,51,264,6107,1806,89
4241,240,61,5980,482,610,59
2802,187,76,2962,1537,3049,44
4208,137,66,6505,1215,3355,23
4785,119,58,7192,1822,3139,17
1616,187,50,7600,2645,1996,109
4582,45,46,535,3895,4014,92
3157,295,70,3366,2114,3942,59
5295,342,52,1454,4757,2713,106
5072,370,46,7492,5385,2460,89
5140,3,40,7496,6013,3966,99
1502,114,60,7627,1327,717,24
1467,14,46,5035,5604,3603,117
4234,231,49,7030,3100,2794,104
763,62,67,2102,1400,3069,59
1263,342,47,5587,5399,3519,110
4602,19,67,6757,2080,223,59
899,247,70,7667,447,3329,59
4911,433,22,4297,5974,2377,90
4626,109,65,5854,1214,3786,23
2703,29,57,5104,685,3060,89
4256,394,49,4846,2161,135,44
4210,167,52,4656,463,2514,39
4346,352,51,7368,4642,1936,106
1075,394,52,1099,4804,1639,100
4322,394,39,1612,3130,3382,88
5285,383,43,3469,1348,3763,59
769,112,51,6473,2235,2691,44
3417,397,58,7056,3311,2770,133
1226,45,41,510,6058,1469,93
1429,29,49,3992,5058,3387,117
4247,187,49,6900,127,2565,39
3735,110,53,2159,1960,808,27
4214,454,47,6256,1510,2379,29
2113,342,58,6676,1551,2810,59
3923,390,56,1325,159,4058,49
1285,188,53,1972,1242,1721,23
1798,177,50,7465,2148,1285,27
449,347,42,7648,5477,2303,93
4488,246,49,7093,2644,222,103
5142,303,60,3291,3977,3583,93
5092,5,44,5611,5900,984,132
3290,342,16,1898,4835,1862,95
1762,187,59,3938,962,850,29
3557,299,59,6781,783,1258,177
2691,140,56,551,1958,3317,23
5047,68,54,4366,5943,1513,120
1170,244,49,396,3182,3457,136
5289,195,47,5584,4879,1146,108
4850,259,72,3,1390,2601,69
844,371,47,923,2965,1532,115
3619,177,43,7436,6485,3579,104
5632,240,41,5884,3429,31,87
3804,383,56,5636,1761,2615,236
1094,373,47,1616,6249,2540,104
730,386,50,1904,869,1429,254
3254,29,45,5675,3730,3546,110
1972,17,38,6841,4435,1825,100
1928,187,53,6999,1263,1145,29
3003,180,61,1984,967,3334,41
4436,10,47,1056,5035,3117,106
5135,39,56,4313,5392,2273,107
5514,438,41,1053,3165,3155,112
4192,481,28,5397,5251,1190,96
1554,295,64,614,593,2666,175
4525,180,41,2272,3611,2618,104
768,4,46,5123,4558,835,105
5166,381,32,830,4499,1932,96
5551,443,32,629,2773,3817,101
4959,421,67,841,1393,3770,69
2341,383,43,5544,3969,819,102
4368,261,50,1941,6344,96,90
5178,187,60,2503,3525,228,124
406,360,43,3074,6026,524,119
539,187,59,4714,1752,2356,24
2089,402,61,1086,1825,384,21
4939,18,57,2840,5228,2710,98
863,221,49,5128,3043,2191,88
4116,36,49,4873,2833,117,93
3083,231,39,7582,3304,1118,99
2761,36,38,7012,4629,2758,111
933,36,46,1258,3434,3845,96
4807,29,46,943,2458,3299,110
2719,126,62,742,3740,3705,125
3366,240,49,1130,2666,2781,97
4732,120,49,7620,949,1937,24
4443,393,60,516,1258,288,47
4650,121,64,1379,3743,777,124
2407,180,53,7315,4607,3031,92
5017,187,53,2008,5069,2763,111
581,247,52,7070,946,3361,49
4548,245,50,5954,4377,1329,102
5800,395,61,4138,5201,3623,144
4890,195,53,7451,2542,2061,103
1882,195,56,1008,2279,141,29
823,355,46,306,4946,2645,96
2142,383,66,6618,2036,258,69
4398,231,46,1573,3995,1188,91
1840,188,47,1668,3423,4027,108
4200,179,53,2938,2706,3013,102
687,38,68,2211,2079,2127,79
1377,261,51,6396,2285,2563,41
1545,161,57,3190,3136,3159,117
2934,362,61,1574,268,2408,47
812,397,61,448,2962,3675,136
2763,10,56,4141,841,1315,41
1555,177,57,2742,1339,2286,21
5541,342,59,5025,1145,2424,74
5588,434,36,6828,4658,3884,90
5547,109,65,3394,1032,3765,22
2695,250,66,1821,791,732,45
1857,45,42,1644,5615,113,103
4316,179,52,7239,1917,3357,29
5626,213,48,5064,2698,2751,96
3469,281,54,4156,0,1358,23
2511,210,43,1447,5956,3384,88
2105,177,54,142,355,3233,21
2707,247,56,7290,1814,3584,44
2887,250,60,2889,2329,3228,51
3963,374,39,7272,2453,262,85
5018,120,66,2766,1804,588,22
4020,306,63,5202,415,1244,43
3104,18,60,3579,2685,2193,148
1482,187,64,2976,1869,1922,22
5424,45,62,2110,89,1439,59
708,301,60,3426,6266,3923,102
5518,433,46,4790,5150,2427,104
1125,355,49,1341,2061,3712,59
4856,242,57,4284,1983,112,47
4864,247,56,562,5475,820,127
4735,166,60,1819,3013,2128,112
2334,364,45,1262,3152,998,121
5570,199,44,2044,3279,2702,121
5349,481,50,103,675,1690,59
5593,481,36,316,3614,3471,96
880,454,49,2531,1961,2168,23
4871,180,55,394,2210,3011,59
1153,5,74,7076,2388,2824,49
804,75,49,6038,4509,2002,104
1383,247,46,4707,3635,2690,112
378,39,46,2449,5950,1225,93
5339,250,48,1176,1051,3190,23
4905,342,64,186,1904,4092,59
4618,188,36,4470,5085,1172,100
5104,454,29,493,1839,2122,43
828,189,62,1318,1406,1600,59
3878,111,66,2512,1217,921,24
1079,371,43,1856,3184,1885,93
2800,120,62,4336,1178,3670,23
2986,76,75,6991,155,3968,79
1001,44,54,4169,5958,1766,85
5494,373,45,3132,916,429,59
867,177,45,7749,5602,1852,81
4324,38,55,2126,448,1541,69
428,385,41,5390,5053,2562,109
1391,344,38,3770,3203,1786,99
3561,371,43,333,688,365,59
2350,355,66,7420,1056,2907,79
4700,188,58,2456,2088,1711,23
4016,3,36,3530,4837,1306,97
1323,29,57,1140,2198,405,42
5586,120,63,6827,695,470,29
5121,4,33,4305,3469,3265,90
3558,29,51,3779,5163,2834,130
1779,250,70,2524,1273,1916,89
2767,228,65,1039,1759,3683,59
591,385,36,4659,3475,2578,104
2940,29,50,869,5052,2281,94
4421,296,63,6335,1570,1265,259
5504,377,44,3360,4746,3733,122
5258,242,54,1617,430,3552,59
5132,353,47,584,5828,2077,131
5296,391,57,1240,1323,100,23
5706,240,54,4595,4926,308,135
3145,373,40,1230,3751,2670,94
1033,29,46,4014,2549,3706,108
1464,240,69,2450,2029,823,49
2850,250,58,1078,405,354,51
4489,377,46,5483,4164,3823,97
3398,342,71,7696,1730,1709,59
745,342,52,280,303,4017,49
2830,76,54,2042,5854,848,116
2574,425,66,1031,134,3373,29
3311,342,66,1162,4845,2586,131
1270,29,48,6913,2746,309,108
4766,247,51,1389,4100,3319,118
3317,76,40,2011,5885,3878,105
3686,177,45,589,3097,45,99
460,188,35,857,442,3333,29
1132,222,71,2796,558,3187,21
5744,195,54,2684,814,4082,27
2246,29,45,500,5616,1901,92
5813,386,43,3767,3736,3553,94
908,355,54,3200,1368,930,43
5221,454,50,7623,1540,3472,23
919,356,55,1437,3297,293,89
2638,109,35,6161,973,3605,29
2410,443,41,7263,5816,1844,105
4736,342,52,2369,4088,512,120
5471,187,40,5002,5347,2721,91
4881,385,48,139,3855,1576,143
3304,136,63,760,6157,3131,110
3954,247,56,7310,716,1538,44
725,28,50,1813,4030,474,86
5230,355,54,291,4065,1851,115
4490,377,46,1252,4165,3158,106
4182,269,66,5231,2537,1659,88
1602,187,58,1286,362,1113,59
2276,116,51,3790,854,1076,24
2859,187,60,1314,412,3562,59
1752,188,75,3458,905,2833,89
5379,68,40,7304,4034,71,95
668,454,49,2859,1926,1297,40
1543,29,60,950,727,219,255
1392,195,59,1320,270,460,23
3957,367,56,5391,1567,2026,209
5213,120,48,2864,6515,790,89
2491,109,63,1231,1225,724,23
2145,50,66,5071,383,2292,64
1206,242,58,2119,1450,2819,59
2752,112,52,3740,5711,3601,94
3905,247,59,4797,838,1080,44
3308,380,62,3232,1376,3196,69
5250,120,50,6798,1558,2604,10
3910,297,54,6128,1773,3287,201
4139,46,47,6553,3516,1337,112
4775,29,32,327,6169,3946,98
1088,247,50,4009,1433,2156,224
3865,394,37,5116,3869,407,92
3851,3,51,7389,1918,1527,20
2706,122,60,6028,3761,3869,93
1819,112,67,5651,278,201,23
5715,109,46,3752,1354,2442,29
4539,385,39,838,1846,1344,39
2538,29,44,903,4327,43,157
1969,112,56,3789,1184,281,23
1587,109,67,7121,1011,3033,21
5000,18,45,305,4906,1505,85
1365,383,37,7373,4889,751,95
5244,444,53,7110,952,3459,43
5633,177,58,6587,645,4122,29
2160,7,36,7016,3575,1144,134
3393,46,56,944,4811,1519,85
3917,362,46,4128,6535,302,101
4778,177,50,4710,1291,2748,23
4804,297,60,117,654,249,196
4492,377,48,3223,5620,3108,98
1355,251,61,2003,1426,3628,59
2235,385,62,6506,390,1880,49
757,29,49,826,3015,3596,98
3926,197,2,248,1313,1687,79
4869,5,50,1058,3125,3168,110
4988,6,43,6896,186,3424,23
904,394,70,634,2397,1531,48
2255,114,67,6679,1252,1318,49
915,109,64,130,1544,481,24
2814,120,61,3916,3744,3801,93
1810,111,39,1220,2231,248,22
5646,295,65,7277,1452,1762,244
462,76,59,5500,1912,3556,51
4815,386,47,7089,2994,2053,101
5750,247,52,3422,88,3589,23
966,32,61,5433,1383,704,59
5611,443,41,4798,3121,3637,97
431,14,53,6663,3963,1406,115
2065,128,60,953,2339,1771,23
2304,91,48,4417,6314,748,102
3691,264,77,3099,22,2348,244
4260,109,61,5682,1621,2589,22
4629,460,42,1334,3506,1884,96
2507,120,55,1990,1511,1535,23
5680,397,57,7183,1132,2746,56
762,247,62,468,5842,1625,117
1687,4,40,2151,2950,75,93
1344,109,55,5952,2156,4050,10
602,295,56,3959,4002,1447,82
3976,356,49,7425,1451,3200,59
1445,187,46,2372,225,1496,29
1229,120,48,3408,6288,4040,94
1992,137,69,1770,5863,996,139
5231,76,54,688,5233,150,96
3374,177,72,6437,801,3502,29
4399,382,47,726,1781,3002,40
686,390,56,1453,2221,1031,198
5576,250,43,6600,5101,3979,126
2131,417,64,2143,1381,1638,69
1037,29,51,6870,2669,3293,131
4011,388,39,5411,5526,412,141
4250,248,55,5669,269,2022,23
2893,19,50,1059,2287,2993,21
4969,29,21,4191,5106,69,147
1060,189,66,3080,1182,33,59
3318,435,45,2015,2520,81,109
1628,247,43,1999,6105,520,106
5151,187,31,5916,3894,1732,100
3099,390,58,482,1782,3632,51
3585,109,63,833,878,400,23
2330,355,41,899,4492,1636,86
3824,29,41,1914,4087,486,85
5335,243,64,1148,5120,17,94
5290,195,44,4650,4880,2114,100
5392,163,47,7405,5497,3388,98
5122,366,56,6838,1834,2563,57
1568,110,66,4049,2274,3285,24
3388,242,50,592,776,284,39
3817,120,41,339,4404,2695,90
2778,110,63,1401,185,314,24
5676,222,45,7279,4471,172,92
4837,177,35,1597,4876,3000,102
2929,247,66,7327,1658,325,64
4224,29,31,6963,4277,3475,79
3012,215,41,3630,3416,1220,93
1926,255,49,7729,1887,108,54
5328,128,64,5521,1872,328,23
2066,109,59,4023,2347,3175,29
5656,76,39,3158,2576,1223,102
4321,242,70,3000,1385,2978,79
4307,438,55,1435,6242,2652,96
3837,213,65,6648,1183,3395,59
3357,342,63,1529,937,1838,42
3194,371,59,7321,2249,444,49
3133,163,38,5223,5856,1737,111
2072,109,50,2612,509,104,23
1305,245,49,1295,5173,1404,77
785,385,65,7721,2073,2693,74
3635,136,61,3142,6430,2296,102
5056,195,55,1273,2993,2409,90
4083,250,38,6022,3911,3525,99
4761,429,57,5285,1580,3051,47
2557,433,23,5701,6062,1161,99
727,240,56,1331,597,571,119
3073,195,58,5786,920,3455,29
1916,3,57,1625,752,1039,25
5263,355,60,4149,169,1791,69
2007,368,49,6607,6102,25,114
4281,247,47,2082,5111,450,85
5684,371,24,3076,2743,968,94
4920,385,50,51,3884,2005,119
5557,36,34,800,2477,1960,91
4989,112,60,6664,339,3030,23
5224,401,57,4917,1841,1321,29
2015,231,61,1040,104,1434,74
5016,73,44,6347,3886,3731,111
4491,377,44,1865,6012,2166,111
4978,231,40,5833,6123,332,108
2871,240,56,5770,1950,3933,225
635,120,42,479,6829,1892,104
3716,109,55,1542,779,2287,23
2776,109,68,568,1226,2497,23
5191,177,53,4321,1607,1051,23
2684,374,35,4204,3903,3782,85
3494,213,38,5026,4914,1063,95
2979,231,42,4055,4599,1128,91
3409,177,55,580,758,3242,29
3745,394,55,7362,753,3702,44
2285,120,70,504,297,3773,23
3521,481,66,6859,4762,2919,123
718,177,64,4226,1498,3064,19
3182,36,39,7303,5805,1348,106
5218,247,49,4001,816,2850,223
4946,388,62,4610,1054,2731,59
2112,342,53,1870,247,3074,24
2411,418,42,5646,5619,3970,97
3525,120,56,1698,3764,3012,74
1667,166,52,2381,3288,1975,98
1469,187,58,170,3776,1628,117
4607,182,45,5374,5166,2980,82
3269,385,65,2100,643,2097,44
3739,355,69,5631,103,3490,44
2422,89,31,2282,4176,2115,95
2819,381,58,486,1517,1864,59
3495,122,51,4928,6493,3531,103
992,166,62,5862,1497,3314,51
5451,381,60,5962,3961,3567,132
1366,189,68,6246,286,2974,29
2792,136,58,596,3654,2465,90
1775,87,53,902,5770,4115,128
3964,416,39,5622,2966,167,99
3314,112,60,1414,1153,746,24
4649,109,67,7046,2356,793,23
3467,235,69,4190,1084,1533,91
4534,388,54,3166,5595,1626,106
1675,5,54,1785,1989,847,44
521,385,51,3537,6593,2822,141
3841,177,62,1113,746,1143,21
5270,281,59,1037,1108,3522,235
1827,250,59,2230,380,3408,39
5506,215,40,638,5129,3889,84
2011,163,38,1206,4058,2765,116
4023,187,65,3440,1614,3768,39
2301,3,45,3500,6313,2282,99
693,195,59,3939,1341,59,39
3720,187,53,7593,6037,3664,113
4868,247,28,6552,5362,3718,119
5481,299,57,3901,1816,3803,44
4038,264,41,185,6821,2385,104
1609,195,37,7085,4931,2285,92
3021,10,44,2328,3559,1849,124
3793,161,60,1356,5772,4069,97
1004,164,50,1456,3618,1168,87
5520,182,57,7010,2187,2126,59
5563,342,55,1241,2206,2895,59
4191,120,46,6124,2480,1865,102
4593,70,51,3920,2479,105,138
3903,454,69,877,336,844,44
3975,180,58,4393,163,2297,59
3518,343,75,783,2127,2511,69
586,120,29,6702,2812,2776,87
2054,454,52,1209,617,643,59
2879,355,49,6918,4290,2197,100
4723,247,63,3923,1826,224,44
5214,177,55,2834,414,1559,29
542,250,47,6547,413,2520,148
2454,7,22,786,6043,2814,126
1361,187,39,6569,3749,263,109
4991,84,27,1439,6263,3877,84
5146,109,66,1953,1158,237,22
4997,271,50,6480,600,1362,23
2600,195,55,4070,1314,2434,49
4383,45,38,5781,3359,2270,98
2595,231,61,1038,1382,1176,59
3332,29,42,3667,2967,14,103
2631,209,48,892,3357,2386,98
2729,108,64,1253,1212,2451,23
3755,342,54,16,5344,1239,97
1868,68,40,524,3241,1695,96
2744,39,69,135,827,1309,23
3573,201,44,488,2055,1635,29
1493,231,36,919,4441,4005,104
3436,385,41,7082,2481,1368,88
5206,177,36,7042,5434,1242,115
4170,29,62,1947,6401,1733,92
2656,342,43,6860,1005,3679,23
4859,170,54,6609,3669,943,85
2424,231,36,1370,2512,871,93
996,240,65,4851,1269,973,55
3265,29,48,865,3494,725,101
5085,68,30,7429,2884,1035,92
1409,40,18,1118,3790,38,89
2773,112,65,4083,87,3958,23
4952,394,51,699,5582,590,95
1825,177,36,2495,6030,124,93
5550,357,65,759,833,3673,59
1856,443,31,795,6028,741,83
4452,45,46,7369,2814,1414,103
1670,297,49,3946,6032,551,87
5553,177,58,2571,572,2509,29
2687,121,64,3505,3821,2602,136
5419,473,53,798,6830,378,31
4202,4,36,7007,5761,5,83
464,67,48,6965,5989,2363,87
1614,121,56,5448,6748,389,63
5709,342,43,5163,1746,3157,39
1702,472,54,5535,940,909,42
3705,109,59,3954,1628,2622,23
2937,121,61,719,4740,3210,107
3086,454,38,2880,0,2483,44
4646,307,60,1732,3393,370,85
617,138,60,1420,265,388,221
3666,76,50,3984,721,3115,51
4621,180,55,676,5624,1876,87
2938,383,54,1032,446,3336,51
2106,109,64,131,2298,2221,22
3090,231,40,6919,4749,729,89
4140,177,36,5538,5803,785,129
3911,247,57,6279,3768,862,148
909,394,56,7549,1478,1874,69
4566,36,40,123,3887,2104,95
5325,429,60,992,2189,3190,43
421,29,45,785,3490,2799,108
5787,263,47,7380,202,477,23
854,112,52,3708,701,2943,23
4054,385,42,5485,2951,235,117
5241,188,36,89,3633,543,90
4759,77,44,4583,3019,1604,111
5743,248,31,912,2870,342,88
707,433,49,7454,3317,472,86
1638,36,28,1636,2842,1746,90
1735,356,45,2357,537,3066,23
3361,15,56,6621,5642,2775,125
5729,195,63,2585,2300,3564,29
2190,247,61,5638,976,3528,59
1048,250,38,6832,5194,4012,92
4889,36,42,1131,5280,2541,114
5658,109,46,2360,1633,3026,24
3617,3,49,3634,1616,4037,26
1158,177,61,6385,1575,3812,22
4577,179,52,7080,1800,2004,29
1820,114,64,623,1545,3443,23
3869,187,56,1981,5874,1003,122
4713,390,33,1743,3734,3203,102
501,264,39,1545,2931,1652,89
4319,195,42,225,3799,2357,104
5753,109,68,5176,1722,355,23
2466,247,55,6292,1240,1871,39
1533,177,52,2650,1251,4016,29
4486,485,1,7787,6891,0,261
2812,463,64,3934,3295,3178,30
866,382,44,1592,1022,3894,59
1977,112,55,1627,6854,547,94
2472,36,40,1921,4606,2231,104
2020,443,27,6692,6885,2869,143
4862,376,67,987,1199,1381,51
4967,306,57,115,1890,3509,44
5070,231,42,6924,3041,2269,88
4230,166,45,1205,3662,3928,117
5730,38,49,5347,4062,2555,131
1257,129,65,4446,1042,247,19
4949,299,65,1093,772,1210,246
2155,250,49,4293,97,562,49
2076,110,57,1025,1274,1597,15
5678,364,54,6043,298,3822,240
5068,342,61,6594,1080,156,59
5057,443,16,1235,6559,2116,93
5720,231,68,277,1403,3253,59
1324,5,45,1160,6132,1096,95
567,342,49,2097,2879,2313,91
5731,15,55,7302,6127,3006,104
3418,38,52,2898,5869,859,139
4249,177,39,1103,1879,3058,23
2504,195,48,320,5764,3913,95
1145,264,69,2723,531,605,49
2693,141,60,1281,3822,1902,117
1875,166,56,2640,2634,923,135
2349,264,50,5302,977,1297,214
2939,10,53,4187,2672,734,114
1773,240,61,837,1306,2288,49
2209,4,40,281,3180,1890,120
5391,18,43,1599,3981,1373,97
1098,109,63,6154,731,2886,21
5043,3,49,3236,417,2482,23
955,222,68,2566,6264,375,59
2689,452,65,964,5843,3235,121
396,202,38,168,5320,2228,97
3856,264,46,3501,4416,817,100
2218,439,31,239,2240,1927,23
5459,79,54,4615,3098,2677,79
665,394,50,1274,5039,2987,106
439,385,41,1288,2153,2784,59
4931,371,47,7455,2094,3106,59
3859,36,49,3983,3270,200,90
2888,390,52,3965,2236,1914,49
1126,177,45,7168,195,2184,29
3000,187,45,1758,4478,1263,97
3863,280,65,7190,736,3225,184
696,385,58,3748,307,363,89
2890,342,52,4124,3398,423,93
5755,23,43,2105,4462,2676,87
3437,21,55,3249,1528,2535,21
5350,104,49,1412,2421,2962,81
5476,250,54,7542,1768,1236,51
5642,177,49,2521,1673,236,23
1985,123,48,4036,3655,2391,114
1988,109,55,7314,3012,4013,158
2327,356,40,6982,5870,1057,114
5066,385,59,105,4118,3963,124
831,29,49,2678,2852,1254,109
4662,356,60,7450,3804,1682,115
614,380,42,2141,5221,2246,96
4143,393,40,5361,3753,3358,96
3106,166,64,6510,608,2382,59
2544,239,57,624,188,3039,28
683,247,66,4197,2684,1748,129
3987,394,35,909,3538,425,91
1461,385,53,2967,1659,1886,29
2336,134,44,2687,965,2922,24
4144,195,59,1569,1394,3873,54
3608,342,42,401,6437,307,97
2487,394,42,1589,5170,1224,100
4397,264,67,5269,1806,2506,59
4376,120,44,2170,4346,1191,89
5618,36,48,561,4013,1116,81
2983,481,35,3793,5011,3811,79
5061,342,52,129,5121,3438,121
4926,180,49,160,1920,1909,43
1685,78,66,1310,411,2809,69
4272,177,52,6603,592,2686,29
2040,177,54,5801,358,863,25
2796,73,56,4688,6451,2854,117
3545,109,50,546,6509,774,105
3349,188,42,1239,342,2227,29
5480,162,63,1060,1152,3527,59
1421,342,40,7050,2648,308,105
673,109,54,5662,2177,849,22
5468,355,53,2278,2744,1688,83
4157,124,48,45,848,611,23
422,166,61,6583,3568,2136,119
3475,342,72,99,933,269,59
2855,5,49,4046,1490,2925,23
4382,68,38,4689,4307,885,94
2099,264,69,4603,1292,1869,49
2338,385,51,324,6125,2579,99
3299,170,54,1145,3137,2741,123
4079,385,60,7144,2053,874,69
4790,288,65,4081,6486,920,99
4599,374,64,1452,2242,3977,59
1765,295,59,6267,2218,1655,179
538,195,47,1844,3138,830,98
1576,334,65,4261,2380,3184,23
5101,385,66,5700,1357,1155,44
5654,47,60,330,2667,1111,91
877,1,38,1442,3875,2086,89
4729,342,49,3234,3817,589,112
5788,457,45,1154,3377,3792,103
1225,443,35,977,2545,3614,103
1340,263,37,709,4052,1689,95
3693,385,53,3474,5402,374,102
5169,292,65,6407,622,3005,45
1575,355,35,1276,5456,419,95
