MOVIES,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,primera_letra
Moonlight,"
Drama            ",7.4,"
A young African-American man grapples with his identity and sexuality while experiencing the everyday struggles of childhood, adolescence, and burgeoning adulthood.","
    Director:
Barry Jenkins
| 
    Stars:
Mahershala Ali, 
Naomie Harris, 
Trevante Rhodes, 
Alex R. Hibbert
",285273,111.0,M
In the Heart of the Sea,"
Action, Adventure, Biography            ",6.9,"
A recounting of a New England whaling ship's sinking by a giant whale in 1820, an experience that later inspired the great novel Moby-Dick.","
    Director:
Ron Howard
| 
    Stars:
Chris Hemsworth, 
Cillian Murphy, 
Brendan Gleeson, 
Ben Whishaw
",128605,122.0,I
Into the Badlands,"
Action, Adventure, Drama            ",8,"
A mighty warrior and a young boy search for enlightenment in a ruthless territory controlled by feudal barons.","
            
    Stars:
Daniel Wu, 
Orla Brady, 
Emily Beecham, 
Aramis Knight
",43147,42.0,I
Manhunt,"
Biography, Crime, Drama            ",8.1,"
An in-depth look at how an FBI profiler helped track down the terrorist Ted Kaczynski, the Unabomber.","
            
    Stars:
Gethin Anthony, 
Arliss Howard, 
Kelly Jenrette, 
Cameron Britton
",54164,60.0,M
Kingdom,"
Drama            ",8.5,"
A retired MMA fighter turned trainer juggles keeping his mixed martial arts gym running and keeping his family united.","
            
    Stars:
Frank Grillo, 
Kiele Sanchez, 
Matt Lauria, 
Jonathan Tucker
",16565,43.0,K
Master of None,"
Comedy, Drama            ",8.3,"
The personal and professional life of Dev, a 30-year-old actor in New York.","
            
    Stars:
Aziz Ansari, 
Eric Wareheim, 
Lena Waithe, 
Noël Wells
",70472,30.0,M
Mank,"
Biography, Comedy, Drama            ",6.9,"
1930's Hollywood is reevaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane (1941).","
    Director:
David Fincher
| 
    Stars:
Gary Oldman, 
Amanda Seyfried, 
Lily Collins, 
Tom Pelphrey
",63893,131.0,M
High School DxD,"
Animation, Action, Comedy            ",7.6,"
After being killed on his first date, idiotic and perverted Issei Hyodo is resurrected as a demon by Rias Gremory only to be recruited into her club of high-class devils.","
            
    Stars:
Yûki Kaji, 
Yôko Hikasa, 
Azumi Asakura, 
Shizuka Itô
",8085,23.0,H
Kung Fu Panda 3,"
Animation, Action, Adventure            ",7.1,"
Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home.","
    Directors:
Alessandro Carloni, 
Jennifer Yuh Nelson
| 
    Stars:
Jack Black, 
Bryan Cranston, 
Dustin Hoffman, 
Angelina Jolie
",141657,95.0,K
H2O: Just Add Water,"
Drama, Family, Fantasy            ",7.2,"
Three girls become mermaids after a mysterious island transforms them and gives them special powers.","
            
    Stars:
Cariba Heine, 
Phoebe Tonkin, 
Angus McLaren, 
Burgess Abernethy
",13458,23.0,H
Kôdo giasu - Hangyaku no rurûshu: Code Geass - Lelouch of the Rebellion,"
Animation, Action, Drama            ",8.7,"
After being given a mysterious power to control others, an outcast prince becomes the masked leader of the rebellion against an all powerful empire","
            
    Stars:
Jun Fukuyama, 
Johnny Yong Bosch, 
Yuri Lowenthal, 
Takahiro Sakurai
",55979,24.0,K
Murder Mystery,"
Action, Comedy, Crime            ",6,"
A New York cop and his wife go on a European vacation to reinvigorate the spark in their marriage, but end up getting framed and on the run for the death of an elderly billionaire.","
    Director:
Kyle Newacheck
| 
    Stars:
Adam Sandler, 
Jennifer Aniston, 
Luke Evans, 
Terence Stamp
",110725,97.0,M
Lone Survivor,"
Action, Biography, Drama            ",7.5,"
Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.","
    Director:
Peter Berg
| 
    Stars:
Mark Wahlberg, 
Taylor Kitsch, 
Emile Hirsch, 
Ben Foster
",273061,121.0,L
Henry Danger,"
Action, Comedy, Family            ",5.7,"
Looking for a part-time job, 13-year-old Henry Hart finds himself helping super hero Captain Man as his sidekick, keeping the secret from his family and friends.","
            
    Stars:
Jace Norman, 
Cooper Barnes, 
Riele Downs, 
Sean Ryan Fox
",3933,30.0,H
Mononoke-hime,"
Animation, Action, Adventure            ",8.4,"
On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.","
    Director:
Hayao Miyazaki
| 
    Stars:
Yôji Matsuda, 
Yuriko Ishida, 
Yûko Tanaka, 
Billy Crudup
",359473,134.0,M
La catedral del mar,"
Drama, History            ",7.5,"
Based upon Ildefonso Falcones novel.","
            
    Stars:
Jordi Aguilar, 
Aitor Luna, 
Pablo Derqui, 
Ginés García Millán
",3574,55.0,L
Lilyhammer,"
Comedy, Crime, Drama            ",8,"
A New York mobster goes into hiding in rural Lillehammer in Norway after testifying against his former associates.","
            
    Stars:
Steven Van Zandt, 
Trond Fausa, 
Steinar Sagen, 
Marian Saastad Ottesen
",27587,45.0,L
Hunt for the Wilderpeople,"
Adventure, Comedy, Drama            ",7.9,"
A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.","
    Director:
Taika Waititi
| 
    Stars:
Sam Neill, 
Julian Dennison, 
Rima Te Wiata, 
Rachel House
",118166,101.0,H
Monty Python and the Holy Grail,"
Adventure, Comedy, Fantasy            ",8.2,"
King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.","
    Directors:
Terry Gilliam, 
Terry Jones
| 
    Stars:
Graham Chapman, 
John Cleese, 
Eric Idle, 
Terry Gilliam
",513289,91.0,M
His House,"
Drama, Horror, Thriller            ",6.5,"
A refugee couple makes a harrowing escape from war-torn South Sudan, but then they struggle to adjust to their new life in an English town that has an evil lurking beneath the surface.","
    Director:
Remi Weekes
| 
    Stars:
Sope Dirisu, 
Wunmi Mosaku, 
Malaika Wakoli-Abigaba, 
Matt Smith
",32061,93.0,H
Impractical Jokers,"
Comedy, Reality-TV            ",8.5,"
Q, Sal, Joe and Murr are real-life best friends who love challenging each other to the most outrageous dares and stunts ever caught on hidden camera.","
            
    Stars:
Brian Quinn, 
James Murray, 
Sal Vulcano, 
Joe Gatto
",35544,30.0,I
Hush,"
Horror, Thriller            ",6.6,"
A deaf and mute writer who retreated into the woods to live a solitary life must fight for her life in silence when a masked killer appears at her window.","
    Director:
Mike Flanagan
| 
    Stars:
John Gallagher Jr., 
Kate Siegel, 
Michael Trucco, 
Samantha Sloyan
",112354,82.0,H
Hillbilly Elegy,"
Drama            ",6.7,"
An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future.","
    Director:
Ron Howard
| 
    Stars:
Amy Adams, 
Glenn Close, 
Gabriel Basso, 
Haley Bennett
",37137,116.0,H
Insatiable,"
Comedy, Drama, Thriller            ",6.5,"
A disgraced, dissatisfied civil lawyer-turned-beauty pageant coach takes on a vengeful, bullied teenager as his client and has no idea what he's about to unleash upon the world.","
            
    Stars:
Dallas Roberts, 
Debby Ryan, 
Christopher Gorham, 
Kimmy Shields
",24221,45.0,I
Hemlock Grove,"
Drama, Fantasy, Horror            ",7.1,"
Secrets are just part of daily life in the small Pennsylvania town of Hemlock Grove, where the darkest evils hide in plain sight.","
            
    Stars:
Famke Janssen, 
Bill Skarsgård, 
Landon Liboiron, 
Joel de la Fuente
",37861,46.0,H
Mighty Morphin Power Rangers,"
Action, Adventure, Family            ",6.5,"
A team of teenagers with attitude are recruited to save Angel Grove from the evil witch, Rita Repulsa, and later, Lord Zedd, Emperor of all he sees, and their horde of monsters.","
            
    Stars:
Richard Steven Horvitz, 
David Yost, 
Ed Neil, 
David J. Fielding
",20874,30.0,M
Love Island,"
Reality-TV            ",5,"
U.S. version of the British show 'Love Island' where a group of singles come to stay in a villa for a few weeks and have to couple up with one another.","
            
    Stars:
Matthew Hoffman, 
Kaitlynn Anderson, 
Mackenzie Dipman, 
Moira Tumas
",615,24.0,L
In the Shadow of the Moon,"
Crime, Mystery, Sci-Fi            ",6.2,"
A Philadelphia police officer struggles with a lifelong obsession to track down a mysterious serial killer whose crimes defy explanation.","
    Director:
Jim Mickle
| 
    Stars:
Boyd Holbrook, 
Cleopatra Coleman, 
Bokeem Woodbine, 
Michael C. Hall
",44980,115.0,I
Lawrence of Arabia,"
Adventure, Biography, Drama            ",8.3,"
The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.","
    Director:
David Lean
| 
    Stars:
Peter O'Toole, 
Alec Guinness, 
Anthony Quinn, 
Jack Hawkins
",276605,228.0,L
Mars Attacks!,"
Comedy, Sci-Fi            ",6.3,"
Earth is invaded by Martians with unbeatable weapons and a cruel sense of humor.","
    Director:
Tim Burton
| 
    Stars:
Jack Nicholson, 
Pierce Brosnan, 
Sarah Jessica Parker, 
Annette Bening
",215049,106.0,M
Kol,"
Crime, Horror, Mystery            ",7.1,"
Two people live in different times. Seo-Yeon lives in the present and Young-Sook lives in the past. One phone call connects the two, and their lives are changed irrevocably.","
    Director:
Chung-Hyun Lee
| 
    Stars:
Park Shin-Hye, 
Jeon Jong-seo, 
Sung-ryung Kim, 
Lee El
",23350,112.0,K
I Am Not Okay with This,"
Comedy, Drama, Fantasy            ",7.5,"
Sydney is a teenage girl navigating the trials and tribulations of high school while dealing with the complexities of her family, her budding sexuality, and mysterious superpowers just beginning to awaken deep within her.","
            
    Stars:
Sophia Lillis, 
Wyatt Oleff, 
Sofia Bryant, 
Kathleen Rose Perkins
",47433,30.0,I
Jurassic Park III,"
Action, Adventure, Sci-Fi            ",5.9,"
A decidedly odd couple with ulterior motives convince Dr. Grant to go to Isla Sorna for a holiday, but their unexpected landing startles the island's new inhabitants.","
    Director:
Joe Johnston
| 
    Stars:
Sam Neill, 
William H. Macy, 
Téa Leoni, 
Alessandro Nivola
",302292,92.0,J
Lovesick,"
Comedy            ",8.1,"
After finding out he has an STD, Dylan must get back in touch with every girl he has ever had sex with to let them know the bad news.","
            
    Stars:
Johnny Flynn, 
Antonia Thomas, 
Daniel Ings, 
Joshua McGuire
",17516,24.0,L
Happy Valley,"
Crime, Drama            ",8.4,"
Yorkshire based crime drama centering on the personal and professional life of Police Sergeant Catherine Cawood.","
            
    Stars:
Sarah Lancashire, 
Siobhan Finneran, 
Shane Zaza, 
Charlie Murphy
",35283,58.0,H
Hell on Wheels,"
Drama, Western            ",8.3,"
The Civil War is past, but former Confederate soldier Cullen Bohannon can't put it behind him. Fresh are the memories of the death of his wife, killed at the hands of the Union soldiers, an act that sets him on a course of revenge.","
            
    Stars:
Anson Mount, 
Colm Meaney, 
Robin McLeavy, 
Phil Burke
",48854,42.0,H
Into the Night,"
Drama, Sci-Fi, Thriller            ",7.1,"
When radiation from the sun causes a global disaster on Earth, survivors on an overnight flight from Brussels race from city to city trying to stay ahead of the sun's rays by remaining in the cover of night.","
            
    Stars:
Pauline Etienne, 
Laurent Capelluto, 
Mehmet Kurtulus, 
Babetida Sadjo
",23336,24.0,I
Je8ileui Bam,"
Horror, Thriller            ",5.4,"
With prayer beads in one hand and an ax in the other, a monk hunts down a millennia-old spirit that's possessing humans and unleashing hell on Earth.","
    Director:
Kim Tae-hyung
| 
    Stars:
Lee Sung-min, 
Park Hae-joon, 
Kim Yoo-jeong, 
Nam Da-reum
",1797,115.0,J
Now You See Me 2,"
Action, Adventure, Comedy            ",6.5,"
The Four Horsemen resurface, and are forcibly recruited by a tech genius to pull off their most impossible heist yet.","
    Director:
Jon M. Chu
| 
    Stars:
Jesse Eisenberg, 
Mark Ruffalo, 
Woody Harrelson, 
Dave Franco
",261079,129.0,N
Holidate,"
Comedy, Romance            ",6.1,"
Fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way.","
    Director:
John Whitesell
| 
    Stars:
Emma Roberts, 
Luke Bracey, 
Kristin Chenoweth, 
Frances Fisher
",51143,104.0,H
Keeping Up with the Kardashians,"
Drama, Family, Reality-TV            ",2.8,"
A peek inside the exploits and privileged private lives of the blended Kardashian-Jenner family, including sisters Kim, Kourtney, Khloé, Kendall and Kylie.","
            
    Stars:
Khloé Kardashian, 
Kim Kardashian, 
Kourtney Kardashian, 
Kris Jenner
",27754,44.0,K
Mob Psycho 100,"
Animation, Action, Comedy            ",8.6,"
A psychic middle school boy tries to live a normal life and keep his growing powers under control, even though he constantly gets into trouble.","
            
    Stars:
Setsuo Ito, 
Takahiro Sakurai, 
Akio Ôtsuka, 
Miyu Irino
",19553,24.0,M
Hubie Halloween,"
Comedy, Mystery            ",5.2,"
Despite his devotion to his hometown of Salem (and its Halloween celebration), Hubie Dubois is a figure of mockery for kids and adults alike. But this year, something is going bump in the night, and it's up to Hubie to save Halloween.","
    Director:
Steven Brill
| 
    Stars:
Adam Sandler, 
Kevin James, 
Julie Bowen, 
Ray Liotta
",42044,103.0,H
Hold the Dark,"
Action, Drama, Thriller            ",5.6,"
After the deaths of three children suspected to be killed by wolves, writer Russell Core is hired by the mother of a missing six-year-old boy to track down and locate her son in the Alaskan wilderness.","
    Director:
Jeremy Saulnier
| 
    Stars:
Jeffrey Wright, 
Alexander Skarsgård, 
James Badge Dale, 
Riley Keough
",34753,125.0,H
