MOVIES,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,primera_letra
Black Lightning,"
Action, Drama, Sci-Fi            ",6.1,"
A crusading school principal gets back into action as the original African-American electrical superhero.","
            
    Stars:
Cress Williams, 
Nafessa Williams, 
Christine Adams, 
Marvin 'Krondon' Jones III
",23354,43.0,B
Booksmart,"
Comedy            ",7.2,"
On the eve of their high school graduation, two academic superstars and best friends realize they should have worked less and played more. Determined not to fall short of their peers, the girls try to cram four years of fun into one night.","
    Director:
Olivia Wilde
| 
    Stars:
Kaitlyn Dever, 
Beanie Feldstein, 
Jessica Williams, 
Jason Sudeikis
",103143,102.0,B
Chesapeake Shores,"
Drama, Family            ",7.5,"
A young woman returns to her hometown to help save her sister's failing inn, where she contends with memories and faces from her past.","
            
    Stars:
Jesse Metcalfe, 
Meghan Ory, 
Barbara Niven, 
Laci J Mailey
",5407,42.0,C
Enola Holmes,"
Action, Adventure, Crime            ",6.6,"
When Enola Holmes-Sherlock's teen sister-discovers her mother missing, she sets off to find her, becoming a super-sleuth in her own right as she outwits her famous brother and unravels a dangerous conspiracy around a mysterious young Lord.","
    Director:
Harry Bradbeer
| 
    Stars:
Millie Bobby Brown, 
Henry Cavill, 
Sam Claflin, 
Helena Bonham Carter
",145206,123.0,E
Chilling Adventures of Sabrina,"
Drama, Fantasy, Horror            ",7.5,"
As her 16th birthday nears, Sabrina must choose between the witch world of her family and the human world of her friends. Based on the Archie comic.","
            
    Stars:
Kiernan Shipka, 
Ross Lynch, 
Lucy Davis, 
Chance Perdomo
",82557,60.0,C
Freaks and Geeks,"
Comedy, Drama            ",8.7,"
A high school mathlete starts hanging out with a group of burnouts while her younger brother navigates his freshman year.","
            
    Stars:
Linda Cardellini, 
John Francis Daley, 
James Franco, 
Samm Levine
",133607,44.0,F
Beauty and the Beast,"
Family, Fantasy, Musical            ",7.1,"
A selfish Prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner.","
    Director:
Bill Condon
| 
    Stars:
Emma Watson, 
Dan Stevens, 
Luke Evans, 
Josh Gad
",284484,129.0,B
Fate: The Winx Saga,"
Action, Adventure, Drama            ",6.9,"
A live-action adaptation of Nickelodeon's Winx Club (2004). It follows Bloom as she adjusts to life in the Otherworld, where she must learn to control her dangerous magical powers.","
            
    Stars:
Freddie Thorp, 
Sadie Soverall, 
Theo Graham, 
Abigail Cowen
",30827,24.0,F
Feel Good,"
Comedy, Drama, Romance            ",7.5,"
The series follows recovering addict and comedian Mae, who is trying to control the addictive behaviors and intense romanticism that permeate every facet of her life.","
            
    Stars:
Mae Martin, 
Charlotte Ritchie, 
Phil Burgers, 
Jack Barry
",7949,30.0,F
Bodyguard,"
Crime, Drama, Thriller            ",8.1,"
A contemporary thriller featuring the Royalty and Specialist Protection Branch of London's Metropolitan Police Service.","
            
    Stars:
Richard Madden, 
Sophie Rundle, 
Vincent Franklin, 
Ash Tandon
",103187,60.0,B
Bird Box,"
Horror, Sci-Fi            ",6.6,"
Five years after an ominous unseen presence drives most of society to suicide, a mother and her two children make a desperate bid to reach safety.","
    Director:
Susanne Bier
| 
    Stars:
Sandra Bullock, 
Trevante Rhodes, 
John Malkovich, 
Sarah Paulson
",297927,124.0,B
Derry Girls,"
Comedy            ",8.4,"
The personal exploits of a 16-year-old girl and her family and friends during the Troubles in the early 1990s.","
            
    Stars:
Saoirse-Monica Jackson, 
Louisa Harland, 
Nicola Coughlan, 
Jamie-Lee O'Donnell
",24293,30.0,D
Annihilation,"
Adventure, Drama, Horror            ",6.8,"
A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.","
    Director:
Alex Garland
| 
    Stars:
Natalie Portman, 
Jennifer Jason Leigh, 
Tessa Thompson, 
Benedict Wong
",293459,115.0,A
Fractured,"
Mystery, Thriller            ",6.4,"
A couple stops at a gas station, where their 6 y.o. daughter's arm is fractured. They hurry to a hospital. Something strange is going on there. The wife and daughter go missing.","
    Director:
Brad Anderson
| 
    Stars:
Sam Worthington, 
Lily Rabe, 
Lucy Capri, 
Adjoa Andoh
",62113,99.0,F
El Camino: A Breaking Bad Movie,"
Action, Crime, Drama            ",7.3,"
Fugitive Jesse Pinkman runs from his captors, the law, and his past.","
    Director:
Vince Gilligan
| 
    Stars:
Aaron Paul, 
Jonathan Banks, 
Matt Jones, 
Charles Baker
",200029,122.0,E
Godless,"
Drama, Western            ",8.3,"
In the 1880s American West, murderous outlaw gang leader Frank Griffin hunts for ex-protege Roy Goode. Frank's chase leads him to La Belle, New Mexico--a town inhabited, after a mining disaster, almost entirely by women.","
            
    Stars:
Jack O'Connell, 
Michelle Dockery, 
Scoot McNairy, 
Merritt Wever
",56997,452.0,G
Dirilis: Ertugrul,"
Action, Adventure, Drama            ",8,"
The heroic story of Ertugrul Ghazi, the father of Osman (Uthman) who founded the Ottoman Empire.","
            
    Stars:
Engin Altan Düzyatan, 
Hülya Darcan, 
Cengiz Coskun, 
Nurettin Sönmez
",31182,120.0,D
Frozen,"
Animation, Adventure, Comedy            ",7.4,"
When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.","
    Directors:
Chris Buck, 
Jennifer Lee
| 
    Stars:
Kristen Bell, 
Idina Menzel, 
Jonathan Groff, 
Josh Gad
",586769,102.0,F
Charlie's Angels,"
Action, Adventure, Comedy            ",4.8,"
When a young systems engineer blows the whistle on a dangerous technology, Charlie's Angels are called into action, putting their lives on the line to protect us all.","
    Director:
Elizabeth Banks
| 
    Stars:
Kristen Stewart, 
Naomi Scott, 
Ella Balinska, 
Elizabeth Banks
",62393,118.0,C
Centaurworld,"
Animation, Adventure, Comedy            ",7.5,"
A hardened war horse transported away from battle finds herself in a land that's inhabited by silly, singing centaurs of all shapes and sizes.","
            
    Stars:
Kimiko Glenn, 
Megan Hilty, 
Parvesh Cheena, 
Chris Diamantopoulos
",207,25.0,C
Comment je suis devenu super-héros,"
Action, Adventure, Comedy            ",5.8,"
While superheroes have assimilated into Parisian society, a new drug gives super powers to mere mortals.","
    Director:
Douglas Attal
| 
    Stars:
Pio Marmaï, 
Vimala Pons, 
Benoît Poelvoorde, 
Leïla Bekhti
",3214,97.0,C
Contagion,"
Drama, Thriller            ",6.7,"
Healthcare professionals, government officials and everyday people find themselves in the midst of a pandemic as the CDC works to find a cure.","
    Director:
Steven Soderbergh
| 
    Stars:
Matt Damon, 
Kate Winslet, 
Jude Law, 
Gwyneth Paltrow
",290444,106.0,C
El hoyo,"
Horror, Sci-Fi, Thriller            ",7,"
A vertical prison with one cell per level. Two people per cell. Only one food platform and two minutes per day to feed. An endless nightmare trapped in The Hole.","
    Director:
Galder Gaztelu-Urrutia
| 
    Stars:
Ivan Massagué, 
Zorion Eguileor, 
Antonia San Juan, 
Emilio Buale
",183495,94.0,E
Castle Rock,"
Drama, Fantasy, Horror            ",7.6,"
Based on the stories of Stephen King, the series intertwines characters and themes from the fictional town of Castle Rock.","
            
    Stars:
Bill Skarsgård, 
André Holland, 
Lizzy Caplan, 
Melanie Lynskey
",40731,60.0,C
Fantasy Island,"
Action, Adventure, Fantasy            ",4.9,"
When the owner and operator of a luxurious island invites a collection of guests to live out their most elaborate fantasies in relative seclusion, chaos quickly descends.","
    Director:
Jeff Wadlow
| 
    Stars:
Michael Peña, 
Maggie Q, 
Lucy Hale, 
Austin Stowell
",41744,109.0,F
Doc Martin,"
Comedy, Drama, Romance            ",8.3,"
The trials and tribulations of Dr. Martin Ellingham (Martin Clunes), a socially challenged doctor who moves from London to the picturesque village of Port Wenn in Cornwall.","
            
    Stars:
Martin Clunes, 
Caroline Catz, 
Ian McNeice, 
Joe Absolom
",13580,46.0,D
Dead Poets Society,"
Comedy, Drama            ",8.1,"
Maverick teacher John Keating uses poetry to embolden his boarding school students to new heights of self-expression.","
    Director:
Peter Weir
| 
    Stars:
Robin Williams, 
Robert Sean Leonard, 
Ethan Hawke, 
Josh Charles
",443357,128.0,D
Contratiempo,"
Crime, Drama, Mystery            ",8.1,"
A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defense.","
    Director:
Oriol Paulo
| 
    Stars:
Mario Casas, 
Ana Wagener, 
Jose Coronado, 
Bárbara Lennie
",157061,106.0,C
Binsenjo,"
Comedy, Crime, Romance            ",8.5,"
During a visit to his motherland, a Korean-Italian mafia lawyer gives an unrivaled conglomerate a taste of its own medicine with a side of justice.","
            
    Stars:
Song Joong-ki, 
Jeon Yeo-bin, 
Taecyeon, 
Im Chul-soo
",7888,80.0,B
Full House,"
Comedy, Drama, Family            ",6.7,"
A widowed broadcaster raises his three daughters with assistance from his rock'n'roll brother-in-law and his madcap best friend.","
            
    Stars:
Bob Saget, 
John Stamos, 
Dave Coulier, 
Candace Cameron Bure
",54419,22.0,F
GLOW,"
Comedy, Drama, Sport            ",8,"
A look at the personal and professional lives of a group of women who perform for a wrestling organization in Los Angeles during the 1980s.","
            
    Stars:
Alison Brie, 
Marc Maron, 
Betty Gilpin, 
Britt Baron
",42221,35.0,G
A Series of Unfortunate Events,"
Adventure, Comedy, Drama            ",7.8,"
After the loss of their parents in a mysterious fire, the three Baudelaire children face trials and tribulations attempting to uncover dark family secrets.","
            
    Stars:
Neil Patrick Harris, 
Patrick Warburton, 
Malina Weissman, 
Louis Hynes
",55753,50.0,A
Birdman or (The Unexpected Virtue of Ignorance),"
Comedy, Drama            ",7.7,"
A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.","
    Director:
Alejandro G. Iñárritu
| 
    Stars:
Michael Keaton, 
Zach Galifianakis, 
Edward Norton, 
Andrea Riseborough
",595946,119.0,B
Geostorm,"
Action, Sci-Fi, Thriller            ",5.3,"
When the network of satellites designed to control the global climate starts to attack Earth, it's a race against the clock for its creator to uncover the real threat before a worldwide Geostorm wipes out everything and everyone.","
    Director:
Dean Devlin
| 
    Stars:
Gerard Butler, 
Jim Sturgess, 
Abbie Cornish, 
Alexandra Maria Lara
",99724,109.0,G
A Futile and Stupid Gesture,"
Biography, Comedy            ",6.8,"
In the 1970s and '80s, National Lampoon's success and influence creates a new media empire overseen in part by the brilliant and troubled Douglas Kenney.","
    Director:
David Wain
| 
    Stars:
Frank Gingerich, 
Morgan Gingerich, 
Annette O'Toole, 
Harry Groener
",14676,101.0,A
Eurovision Song Contest: The Story of Fire Saga,"
Comedy, Music            ",6.5,"
When aspiring musicians Lars and Sigrit are given the opportunity to represent their country at the world's biggest song competition, they finally have a chance to prove that any dream worth having is a dream worth fighting for.","
    Director:
David Dobkin
| 
    Stars:
Will Ferrell, 
Rachel McAdams, 
Dan Stevens, 
Mikael Persbrandt
",84242,123.0,E
Final Space,"
Animation, Action, Adventure            ",8.3,"
An astronaut named Gary and his planet-destroying sidekick called Mooncake embark on serialized journeys through space in order to unlock the mystery of where the universe actually ends and if it actually does exist.","
            
    Stars:
Fred Armisen, 
Tom Kenny, 
Olan Rogers, 
Tika Sumpter
",36443,30.0,F
Firefly Lane,"
Drama, Romance            ",7.4,"
Tully and Kate support each other through good times and bad with an unbreakable bond that carries them from their teens to their forties.","
            
    Stars:
Katherine Heigl, 
Sarah Chalke, 
Ben Lawson, 
Ali Skovbye
",16674,24.0,F
Contact,"
Drama, Mystery, Sci-Fi            ",7.5,"
Dr. Ellie Arroway, after years of searching, finds conclusive radio proof of extraterrestrial intelligence, sending plans for a mysterious machine.","
    Director:
Robert Zemeckis
| 
    Stars:
Jodie Foster, 
Matthew McConaughey, 
Tom Skerritt, 
John Hurt
",261289,150.0,C
Climax,"
Drama, Horror, Music            ",7,"
French dancers gather in a remote, empty school building to rehearse on a wintry night. The all-night celebration morphs into a hallucinatory nightmare when they learn their sangria is laced with LSD.","
    Director:
Gaspar Noé
| 
    Stars:
Sofia Boutella, 
Romain Guillermic, 
Souheila Yacoub, 
Kiddy Smile
",58051,97.0,C
Gods of Egypt,"
Action, Adventure, Fantasy            ",5.4,"
Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt's throne, plunging the once peaceful and prosperous empire into chaos and conflict.","
    Director:
Alex Proyas
| 
    Stars:
Brenton Thwaites, 
Nikolaj Coster-Waldau, 
Gerard Butler, 
Chadwick Boseman
",109959,127.0,G
Bleach: Burîchi,"
Animation, Action, Adventure            ",8.1,"
High school student Ichigo Kurosaki, who has the ability to see ghosts, gains soul reaper powers from Rukia Kuchiki and sets out to save the world from ""Hollows"".","
            
    Stars:
Johnny Yong Bosch, 
Michelle Ruff, 
Stephanie Sheh, 
Jamieson Price
",46537,24.0,B
Gerald's Game,"
Drama, Horror, Thriller            ",6.5,"
A couple tries to spice up their marriage in a remote lake house. After the husband dies unexpectedly, the wife is left handcuffed to their bed frame and must fight to survive and break free.","
    Director:
Mike Flanagan
| 
    Stars:
Carla Gugino, 
Bruce Greenwood, 
Chiara Aurelia, 
Carel Struycken
",95660,103.0,G
